"psl_id";"mls";"prop_type";"status";"address";"area";"sub_area";"type_of_dwelling";"sold_price";"list_price";"days_to_sold";"tot_bedrooms";"year_built";"lot_sz_sqft";"sold_date";"pid";"prev_price";"frontage_feet";"gross_tax";"lot_sz_acre";"strata_maint_fee";"days_on_market";"floor_area_fin_total";"no_floor_areas";"tot_baths";"num_of_kitchens";"fireplaces";"total_parking_places";"floor_area_fin_abv_main";"floor_area_fin_basem";"floor_area_fin_below_main";"floor_area_fin_main_fl";"floor_area_fin_main_grand_tot";"status_change_date";"entry_date";"list_date";"expiry_date";"cancel_effective_date_date";"cancel_effective_date";"cancel_protection_date";"postal_code";"ofc_name";"office_code";"list_agent_fname";"list_sales_rep_1_user_code";"list_agent_1_email";"list_agent_1_phone";"list_agent_1_web_page";"list_2_office_name";"list__firm_2_office_code";"list_firm_2_office_code";"list_sales_rep_2_full_name";"list_sales_rep_2_user_code";"list_sales_rep_2_email";"list_sales_rep_2_phone";"list_sales_rep_2_web_page";"selling_office_1_office_name";"selling_office_1_office_code";"sell_sales_rep_1_agent_full_name";"sell_sales_rep_1_agent_email";"sell_sales_rep_1_agent_phone";"sell_sales_rep_1_email";"sell_sales_rep_1_phone";"sell_sales_rep_1_user_code";"sell_sales_rep_1_web_page";"sell_office_2_office_name";"sell_office_2_office_code";"sell_sales_rep_2_agent_full_name";"sell_sales_rep_2_user_code";"sell_sales_rep_2_email";"sell_sales_rep_2_phone";"sell_sales_rep_2_web_page";"commission";"depth";"owner_name";"locker";"realtor_remarks";"public_remarks";"maint_fee_includes";"legal_description";"legal_description_2";"water_supply";"amenities";"bylaw_restrict";"restrictions";"occupancy";"building_only";"address_list_id";"latitude";"longitude";"rets_int_id";"prov_state";"view";"features_incl";"site_influences";"city";"pic_count";"tiny_thumb";"tiny_thumbs_arr";"med_thumbs_arr";"date_of_update";"lnd";"ths";"sfh";"apt";"rrn";"psl";"sfd";"ret";"ofw";"bfs";"cls";"mfd";"hsc";"location_v";"address_street";"pics";"zoning";"permitted_land_use";"access_to_property";"sp_lp_ratio";"sold_price_per_sqft";"type"
"207739";"H1403222";"Residential Attached";"Sold";"12 45624 STOREY AVENUE";"Sardis";"Sardis West Vedder Rd";"Townhouse";"230000.00";"230000.00";"89";"3";"2007";"0";"2014-10-26";"027-110-010";"0.00";"0.00";"0.00";"0.00";"0.00";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2R 4L6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"16";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261163488/0/60/45/b66e636d83ac605351850df6bf6bb93d/14/9d5e95dba8cff489aea62b51ef60166c/261163488.JPG";"R5";"";"";"1.00";"152.02";"Townhouse"
"207740";"H1403289";"Residential Detached";"Sold";"1883 AGASSIZ AVENUE";"Agassiz";"Agassiz";"House/Single Family";"265000.00";"265000.00";"76";"3";"9999";"0";"2014-10-21";"025-460-145";"0.00";"52.00";"0.00";"0.00";"0.00";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V0M 1A3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"20";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261173819/0/60/45/d6b0cb0c16dc52b120f39338b2943bab/14/2e74e55f1dae45cee865f9c913a1d82e/261173819.JPG";"RS1";"";"";"0.99";"186.10";"House/Single Family"
"207741";"H1403331";"Residential Detached";"Sold";"512 FORT STREET";"Hope";"Hope Center";"House/Single Family";"181000.00";"181000.00";"73";"2";"9999";"0";"2014-10-22";"009-767-169";"0.00";"70.00";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V0X 1L0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"16";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261183423/0/60/45/6dd8e0b9fe5c342f6d3c73f3c279f074/14/ed10db04fbd553267103eafe528fd894/261183423.JPG";"RS-1";"";"";"0.95";"139.45";"House/Single Family"
"207742";"H1403401";"Residential Detached";"Sold";"6383 SILVERTHORNE ROAD";"Sardis";"Sardis West Vedder Rd";"House/Single Family";"364000.00";"364000.00";"70";"4";"1981";"0";"2014-10-27";"001-760-271";"0.00";"65.00";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2R 2N7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"1";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261193574/0/60/45/5b58aed1f9248c16d0bb965e72e41603/14/503690891fbb64635c92fa2edff7fcda/261193574.JPG";"R-1A";"";"";"0.98";"140.11";"House/Single Family"
"207744";"H1403470";"Residential Detached";"Sold";"47 46511 CHILLIWACK LAKE ROAD";"Sardis";"Chilliwack River Valley";"Manufactured with Land";"158000.00";"158000.00";"67";"2";"1980";"0";"2014-10-24";"001-419-153";"0.00";"39.00";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2R 3S5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"13";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261204932/0/60/45/b5b40bf65949e953ddc3a21c90687c12/16/925f9e1bc11c7652a8fbfbdcbb741146/261204932.JPG";"RMH";"";"";"0.99";"126.40";"Manufactured with Land"
"207746";"H1403586";"Residential Attached";"Sold";"407 45700 WELLINGTON AVENUE";"Chilliwack";"Chilliwack W Young-Well";"Apartment/Condo";"129000.00";"129000.00";"52";"1";"1995";"0";"2014-10-24";"023-063-301";"0.00";"0.00";"0.00";"0.00";"0.00";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2P 2E4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"11";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261221151/0/60/45/ed05fd250cbae1497c4d7ea62de3e959/14/9d7345c42241c56c4cfb8755f09ec3dd/261221151.JPG";"R5";"";"";"0.96";"154.49";"Apartment/Condo"
"207747";"H1403613";"Residential Detached";"Sold";"45889 WEEDEN DRIVE";"Sardis";"Promontory";"House/Single Family";"565000.00";"565000.00";"51";"5";"2009";"0";"2014-10-22";"027-145-441";"0.00";"63.00";"0.00";"0.00";"0.00";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2R 0J4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"20";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261225575/0/60/45/72fe8e820ec89602a28e1c4263f54d55/14/502fad02cd5c0e1bfd82f7fc45dd750f/261225575.JPG";"R3";"";"";"0.96";"163.77";"House/Single Family"
"207748";"H1403699";"Residential Detached";"Sold";"8834 ELM DRIVE";"Chilliwack";"Chilliwack E Young-Yale";"House/Single Family";"189500.00";"189500.00";"49";"2";"9999";"0";"2014-10-27";"004-566-734";"0.00";"63.00";"0.00";"0.00";"0.00";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2P 4Y7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"1";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261241979/0/60/45/ed511079bb36c892f9f01b730013a8a9/14/766f9e9200b55f4844506bd5083bd554/261241979.JPG";"R1A";"";"";"0.97";"218.57";"House/Single Family"
"207749";"H1403743";"Residential Attached";"Sold";"305 45745 PRINCESS AVENUE";"Chilliwack";"Chilliwack W Young-Well";"Apartment/Condo";"75000.00";"75000.00";"42";"2";"1994";"0";"2014-10-23";"019-149-051";"0.00";"0.00";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2P 2B5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"8";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261247716/0/60/45/578be5d0797d61f01d1e435321663286/14/1d03996831c7014bb25acb5c70c3ffe5/261247716.JPG";"R6";"";"";"1.37";"66.37";"Apartment/Condo"
"207750";"H1403754";"Residential Attached";"Sold";"A 47021 SYLVAN DRIVE";"Sardis";"Promontory";"1/2 Duplex";"376900.00";"376900.00";"43";"3";"2014";"0";"2014-10-23";"700-009-346";"0.00";"33.00";"0.00";"0.00";"0.00";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2R 5P6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"14";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261248927/0/60/45/45c0a1edc0ffdf6fe47ca3cadac33cc7/14/fb4900383a896000eabbd1dbb4efd46b/261248927.JPG";"R3A";"";"";"1.08";"144.79";"1/2 Duplex"
"207751";"H1403773";"Residential Detached";"Sold";"1508 VIMY ROAD";"Agassiz";"Agassiz";"House/Single Family";"304750.00";"304750.00";"37";"3";"1966";"0";"2014-10-21";"009-299-122";"0.00";"81.00";"0.00";"0.00";"0.00";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V0M 1A2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"12";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261254234/0/60/45/d3626dab70afb6cb338125687ed89065/14/ee2e85416be65513a93fa17ff4fba8ca/261254234.JPG";"RS1";"";"";"0.93";"92.49";"House/Single Family"
"207753";"H1403841";"Residential Detached";"Sold";"9258 HAZEL STREET";"Chilliwack";"Chilliwack E Young-Yale";"House/Single Family";"362900.00";"362900.00";"32";"5";"9999";"0";"2014-10-19";"010-187-626";"0.00";"0.00";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2P 5N6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"9";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261264232/0/60/45/7044d52b089c961632c82f1b665b2641/14/0e25bc322165d0b76e27c2f8a326ce50/261264232.JPG";"R5";"";"";"0.96";"153.64";"House/Single Family"
"207754";"H1403872";"Residential Detached";"Sold";"6 45824 STEVENSON ROAD";"Sardis";"Sardis East Vedder Rd";"House/Single Family";"368000.00";"368000.00";"37";"1";"2004";"0";"2014-10-25";"026-119-137";"0.00";"29.19";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2R 5W5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"16";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261268161/0/60/45/ae5f96cf6517c991457499de02a49cd7/14/1641e54e3113abcffee417ede999c8fb/261268161.JPG";"R4";"";"";"0.94";"144.26";"House/Single Family"
"207755";"H1403888";"Residential Detached";"Sold";"45153 MONTCALM ROAD";"Sardis";"Sardis West Vedder Rd";"House/Single Family";"337500.00";"337500.00";"29";"4";"1974";"0";"2014-10-19";"002-316-951";"0.00";"65.00";"0.00";"0.00";"0.00";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2R 2J9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"19";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261271302/0/60/45/a1c7ebb6b744de7689b0e63e6db40db1/14/1a924e5b8c95662b1fb42b447ad76c0e/261271302.JPG";"R1A";"";"";"0.97";"145.47";"House/Single Family"
"207756";"H1403912";"Residential Detached";"Sold";"16 7610 EVANS ROAD";"Sardis";"Sardis West Vedder Rd";"Manufactured";"117000.00";"117000.00";"31";"2";"1989";"0";"2014-10-24";"700-007-218";"0.00";"0.00";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2R 2T4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"20";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261275111/0/60/45/13553efbada1ca27451aafcfc4eae5eb/14/dc83d60a82e50f8490f354a538212382/261275111.JPG";"RMH";"";"";"0.95";"93.75";"Manufactured"
"207757";"H1403916";"Residential Attached";"Sold";"19 5756 PROMONTORY ROAD";"Sardis";"Promontory";"Townhouse";"268895.00";"268895.00";"25";"3";"2014";"0";"2014-10-20";"700-009-363";"0.00";"0.00";"0.00";"0.00";"0.00";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2R 4W2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"17";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261276736/0/60/45/757d4436d6c92e065ed3b776ed7c357d/14/7c27725245d2ad881c1f0afc29d385a6/261276736.JPG";"R4";"";"";"0.99";"168.90";"Townhouse"
"207758";"H1403923";"Residential Detached";"Sold";"5646 REMINGTON CRESCENT";"Sardis";"Vedder S Watson-Promontory";"House/Single Family";"360000.00";"360000.00";"28";"4";"1996";"0";"2014-10-21";"018-783-902";"0.00";"49.00";"0.00";"0.00";"0.00";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2R 3W9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"20";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261277031/0/60/45/e63612cf59aee8ddc1c413cd4bea4eae/15/bb6b746162cf2f75edba307e9175dc45/261277031.JPG";"R1A";"";"";"0.97";"153.45";"House/Single Family"
"207759";"H1403973";"Residential Attached";"Sold";"12 46260 HARFORD STREET";"Chilliwack";"Chilliwack N Yale-Well";"Apartment/Condo";"84000.00";"84000.00";"23";"2";"1982";"0";"2014-10-24";"015-722-694";"0.00";"0.00";"0.00";"0.00";"0.00";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2P 2W3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"7";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261287362/0/60/45/815a216fd1fe3c5b0ad1af8b7b503581/14/371ecba7443f90eda81bdb2e20e00102/261287362.JPG";"R4";"";"";"0.93";"96.44";"Apartment/Condo"
"207760";"H1403997";"Residential Detached";"Sold";"46380 BEDFORD PARKWAY";"Sardis";"Sardis East Vedder Rd";"House/Single Family";"218500.00";"218500.00";"22";"2";"2011";"0";"2014-10-23";"700-007-890";"0.00";"56.00";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2R 5N4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"12";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261291853/0/60/45/d43b3935ca51d85e678a44bc7709c329/15/3da5c0ba5a89c1da178548da2eb95a13/261291853.JPG";"RSV3";"";"";"0.99";"187.07";"House/Single Family"
"207761";"H1404024";"Residential Attached";"Sold";"8 45535 SHAWNIGAN CRESCENT";"Sardis";"Vedder S Watson-Promontory";"Townhouse";"195800.00";"195800.00";"18";"2";"1966";"0";"2014-10-21";"026-450-828";"0.00";"0.00";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2R 0A2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"20";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261294855/0/60/45/936cb2d504ab041bceb20aa74113b9a9/14/9ad59fa318f5998a4503d99012e4e094/261294855.JPG";"CD10";"";"";"0.91";"142.71";"Townhouse"
"207762";"H1404025";"Residential Attached";"Sold";"204 45769 STEVENSON ROAD";"Sardis";"Sardis East Vedder Rd";"Apartment/Condo";"175000.00";"175000.00";"20";"2";"2005";"0";"2014-10-21";"026-353-610";"0.00";"0.00";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2R 5Z2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"18";"";"{}";"{}";"2018-07-25 13:47:37.020257-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261294818/0/60/45/2a5fbddecd1a0a911612811a75b0a4ec/14/60639e89176f1b292a6bfc2086e57265/261294818.JPG";"CD7";"";"";"0.97";"172.75";"Apartment/Condo"
"207771";"H1404171";"Residential Detached";"Sold";"8457 CESSNA DRIVE";"Chilliwack";"Chilliwack E Young-Yale";"House/Single Family";"358000.00";"358000.00";"11";"3";"2014";"0";"2014-10-26";"029-343-216";"0.00";"50.00";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2P 1A1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"1";"";"{}";"{}";"2018-07-25 13:47:37.135961-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261321349/0/60/45/e0857caeda936e66e74624a62fa05037/14/1fcb3dec4f35b9efcc07e57aae452035/261321349.JPG";"R3";"";"";"1.00";"142.52";"House/Single Family"
"207772";"H1404199";"Residential Detached";"Sold";"45255 WELLS ROAD";"Sardis";"Sardis West Vedder Rd";"House/Single Family";"424030.00";"424030.00";"0";"3";"2014";"0";"2014-10-20";"029-297-737";"0.00";"35.00";"0.00";"0.00";"0.00";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"1970-01-20";"V2R 1H6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.0000000000";"0.0000000000";"0";"";"";"";"";"";"20";"";"{}";"{}";"2018-07-25 13:47:37.135961-07";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"f";"";"";"//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261328178/0/60/45/1710fbf6754f492dd07c3b3067ec412a/14/d24a05676743521cb530e9ea511e415d/261328178.JPG";"R1D";"";"";"1.07";"163.09";"House/Single Family"
