"mls";"prop_type";"status";"address";"area";"sub_area";"type_of_dwelling";"sold_price";"year_built";"days_to_sold";"tot_bedrooms";"sold_date";"postal_code"
"V1077537";"Residential Attached";"Sold";"30 7600 BLUNDELL ROAD";"Richmond";"Broadmoor";"Townhouse";"790000.00";"1999";"88";"4";"2014-10-20";"V6Y 4E1"
"V1077673";"Residential Detached";"Sold";"8760 BAIRDMORE CRESCENT";"Richmond";"Seafair";"House/Single Family";"1378000.00";"1995";"87";"6";"2014-10-21";"V7C 1M7"
"V1077678";"Residential Attached";"Sold";"1282 W 8TH AVENUE";"Vancouver West";"Fairview VW";"Townhouse";"537000.00";"1986";"90";"2";"2014-10-26";"V6H 3Y9"
"V1077691";"Residential Detached";"Sold";"11771 WOODHEAD ROAD";"Richmond";"East Cambie";"House/Single Family";"1460000.00";"2011";"96";"6";"2014-10-26";"V6X 1J3"
"V1077701";"Residential Detached";"Sold";"3192 BEVERLEY CRESCENT";"North Vancouver";"Edgemont";"House/Single Family";"2091670.00";"2014";"87";"6";"2014-10-23";"V7R 2W3"
"V1077732";"Residential Attached";"Sold";"9 7393 TURNILL STREET";"Richmond";"McLennan North";"Townhouse";"533000.00";"2009";"90";"3";"2014-10-26";"V6Y 0C1"
"V1077794";"Residential Attached";"Sold";"1202 1188 RICHARDS STREET";"Vancouver West";"Yaletown";"Apartment/Condo";"308000.00";"1995";"91";"0";"2014-10-23";"V6B 3E6"
"V1077870";"Residential Attached";"Sold";"203 341 W 3RD STREET";"North Vancouver";"Lower Lonsdale";"Apartment/Condo";"226000.00";"1976";"90";"1";"2014-10-20";"V7M 1G3"
"V1077895";"Residential Attached";"Sold";"1805 10 LAGUNA COURT";"New Westminster";"Quay";"Apartment/Condo";"250000.00";"1997";"87";"1";"2014-10-20";"V3M 6W3"
"V1077904";"Residential Attached";"Sold";"2201 2208-1850 COMOX STREET";"Vancouver West";"West End VW";"Apartment/Condo";"598000.00";"1969";"87";"2";"2014-10-20";"V6G 1R3"
"V1077980";"Residential Detached";"Sold";"1021 MAYWOOD AVENUE";"Port Coquitlam";"Lincoln Park PQ";"House/Single Family";"555000.00";"1975";"90";"3";"2014-10-26";"V3B 4X7"
"V1078055";"Residential Attached";"Sold";"201 7520 COLUMBIA STREET";"Vancouver West";"Marpole";"Apartment/Condo";"440000.00";"1989";"83";"2";"2014-10-19";"V5X 4S8"
"V1078163";"Residential Detached";"Sold";"4935 DOGWOOD DRIVE";"Tsawwassen";"Tsawwassen Central";"House/Single Family";"739500.00";"1968";"89";"4";"2014-10-27";"V4M 1M3"
"V1078208";"Residential Attached";"Sold";"2901 1495 RICHARDS STREET";"Vancouver West";"Yaletown";"Apartment/Condo";"549000.00";"2004";"85";"1";"2014-10-22";"V6Z 3E3"
"V1078338";"Residential Detached";"Sold";"4868 OXFORD STREET";"Burnaby North";"Capitol Hill BN";"House/Single Family";"875000.00";"9999";"86";"3";"2014-10-25";"V5C 1E8"
"V1078451";"Residential Attached";"Sold";"241 9388 MCKIM WAY";"Richmond";"West Cambie";"Apartment/Condo";"353000.00";"2013";"82";"2";"2014-10-22";"V6X 0J7"
"V1078503";"Residential Detached";"Sold";"34 HAWTHORN DRIVE";"Port Moody";"Heritage Woods PM";"House/Single Family";"912000.00";"2006";"82";"5";"2014-10-20";"V3H 0A4"
"V1078548";"Residential Attached";"Sold";"111 1055 RIVERWOOD GATE";"Port Coquitlam";"Riverwood";"Townhouse";"345000.00";"2004";"89";"2";"2014-10-27";"V3B 8C3"
"V1078550";"Residential Attached";"Sold";"2105 1111 ALBERNI STREET";"Vancouver West";"West End VW";"Apartment/Condo";"922500.00";"2008";"80";"2";"2014-10-20";"V6E 4V2"
"V1078564";"Residential Attached";"Sold";"502 6888 COONEY ROAD";"Richmond";"Brighouse";"Apartment/Condo";"286000.00";"2013";"82";"1";"2014-10-22";"V6Y 0E1"
"V1078595";"Residential Detached";"Sold";"3083 CAROUSEL COURT";"Coquitlam";"Westwood Plateau";"House/Single Family";"1570000.00";"1996";"85";"4";"2014-10-25";"V3E 3E1"
"V1078596";"Residential Attached";"Sold";"3208 111 W GEORGIA STREET";"Vancouver West";"Downtown VW";"Apartment/Condo";"544200.00";"2007";"81";"2";"2014-10-21";"V6B 1T8"
"V1078636";"Residential Detached";"Sold";"8208 ALPINE WAY";"Whistler";"Alpine Meadows";"House/Single Family";"1099000.00";"1973";"80";"5";"2014-10-20";"V0N 1B8"
"V1078648";"Residential Attached";"Sold";"JP3 1400 ALTA LAKE ROAD";"Whistler";"Whistler Creek";"Apartment/Condo";"305000.00";"1975";"86";"1";"2014-10-26";"V0N 1B1"
"V1078748";"Residential Detached";"Sold";"989 DEMPSEY ROAD";"North Vancouver";"Braemar";"House/Single Family";"1940000.00";"1998";"80";"6";"2014-10-20";"V7K 3C9"
"V1078775";"Residential Attached";"Sold";"13 23343 KANAKA WAY";"Maple Ridge";"Cottonwood MR";"Townhouse";"389900.00";"2003";"76";"3";"2014-10-20";"V2W 2B6"
"V1078865";"Residential Attached";"Sold";"1 40126 GOVERNMENT ROAD";"Squamish";"Northyards";"Townhouse";"540000.00";"2014";"81";"3";"2014-10-21";"V0N 3G0"
"V1078897";"Residential Detached";"Sold";"7777 16TH AVENUE";"Burnaby East";"East Burnaby";"House/Single Family";"1180000.00";"2013";"79";"7";"2014-10-19";"V3N 1P8"
"V1079371";"Residential Attached";"Sold";"1405 1255 SEYMOUR STREET";"Vancouver West";"Downtown VW";"Apartment/Condo";"367000.00";"2008";"75";"1";"2014-10-22";"V6B 0H1"
"V1079372";"Residential Detached";"Sold";"11840 MONTEGO STREET";"Richmond";"East Cambie";"House/Single Family";"1385000.00";"2009";"72";"8";"2014-10-19";"V6X 1H4"
"V1079452";"Residential Detached";"Sold";"3220 E 47TH AVENUE";"Vancouver East";"Killarney VE";"House/Single Family";"1180952.00";"2014";"78";"5";"2014-10-25";"V5S 1C6"
"V1079503";"Residential Attached";"Sold";"703 888 HOMER STREET";"Vancouver West";"Downtown VW";"Apartment/Condo";"422500.00";"2011";"75";"1";"2014-10-21";"V6B 0H7"
"V1079601";"Residential Attached";"Sold";"212 8580 GENERAL CURRIE ROAD";"Richmond";"Brighouse South";"Apartment/Condo";"310000.00";"1991";"73";"2";"2014-10-23";"V6Y 1M2"
"V1079638";"Residential Attached";"Sold";"305 221 E 3RD STREET";"North Vancouver";"Lower Lonsdale";"Apartment/Condo";"585000.00";"2014";"77";"2";"2014-10-25";"V7L 0C1"
"V1079722";"Residential Detached";"Sold";"3028 LOWER ROAD";"Sunshine Coast";"Roberts Creek";"House/Single Family";"345000.00";"1988";"74";"3";"2014-10-24";"V0N 2W0"
"V1079828";"Residential Attached";"Sold";"1608 1155 SEYMOUR STREET";"Vancouver West";"Downtown VW";"Apartment/Condo";"420000.00";"2005";"72";"1";"2014-10-22";"V6B 3M7"
"V1079862";"Residential Detached";"Sold";"1352 FERNWOOD DRIVE";"Pemberton";"Pemberton";"House/Single Family";"457000.00";"1988";"78";"2";"2014-10-25";"V0N 2L1"
"V1079878";"Residential Attached";"Sold";"303 3463 CROWLEY DRIVE";"Vancouver East";"Collingwood VE";"Apartment/Condo";"325000.00";"1996";"70";"2";"2014-10-20";"V5R 6C6"
"V1079882";"Residential Attached";"Sold";"406 12639 NO 2 ROAD";"Richmond";"Steveston South";"Apartment/Condo";"369000.00";"1998";"76";"2";"2014-10-22";"V7E 6N6"
"V1080003";"Residential Attached";"Sold";"201 7571 MOFFATT ROAD";"Richmond";"Brighouse South";"Apartment/Condo";"157000.00";"1986";"77";"1";"2014-10-27";"V6Y 1X9"
"V1080081";"Residential Attached";"Sold";"304 1188 PARKGATE AVENUE";"North Vancouver";"Northlands";"Apartment/Condo";"230000.00";"1997";"70";"2";"2014-10-20";"V7H 3A4"
"V1080106";"Residential Detached";"Sold";"3407 DERBYSHIRE AVENUE";"Coquitlam";"Burke Mountain";"House/Single Family";"945000.00";"2011";"75";"6";"2014-10-27";"V3E 0G3"
"V1080269";"Residential Attached";"Sold";"104 444 LONSDALE AVENUE";"North Vancouver";"Lower Lonsdale";"Apartment/Condo";"315000.00";"1980";"69";"1";"2014-10-22";"V7M 3H5"
"V1080292";"Residential Detached";"Sold";"1722 W 59TH AVENUE";"Vancouver West";"South Granville";"House/Single Family";"3318000.00";"2014";"68";"4";"2014-10-20";"V6P 1Z4"
"V1080343";"Residential Attached";"Sold";"PH17 2150 E HASTINGS STREET";"Vancouver East";"Hastings";"Apartment/Condo";"389000.00";"2009";"68";"2";"2014-10-21";"V5L 0A5"
"V1080358";"Residential Detached";"Sold";"9671 HADDON COURT";"Richmond";"Lackner";"House/Single Family";"1525000.00";"1988";"74";"6";"2014-10-27";"V7E 6H5"
"V1080437";"Residential Detached";"Sold";"1736 W 63RD AVENUE";"Vancouver West";"South Granville";"House/Single Family";"2160000.00";"1997";"67";"4";"2014-10-21";"V6P 2H8"
"V1080495";"Residential Detached";"Sold";"3886 RUMBLE STREET";"Burnaby South";"Suncrest";"House/Single Family";"1768000.00";"2013";"69";"9";"2014-10-22";"V5J 1Z4"
"V1080564";"Residential Attached";"Sold";"201 2340 HAWTHORNE AVENUE";"Port Coquitlam";"Central Pt Coquitlam";"Apartment/Condo";"175000.00";"1994";"70";"2";"2014-10-24";"V3C 1W9"
"V1080584";"Residential Attached";"Sold";"101 720 EIGHTH AVENUE";"New Westminster";"Uptown NW";"Apartment/Condo";"172000.00";"1974";"68";"2";"2014-10-20";"V3M 2R3"
"V1080684";"Residential Attached";"Sold";"16 6670 RUMBLE STREET";"Burnaby South";"South Slope";"Townhouse";"487000.00";"1999";"64";"2";"2014-10-20";"V5E 4L4"
"V1080703";"Residential Attached";"Sold";"2301 1201 MARINASIDE CRESCENT";"Vancouver West";"Yaletown";"Apartment/Condo";"808000.00";"1997";"69";"2";"2014-10-26";"V6Z 2V2"
"V1080919";"Residential Detached";"Sold";"9680 BREDEN AVENUE";"Richmond";"McLennan North";"House/Single Family";"1236000.00";"2014";"65";"4";"2014-10-22";"V0V 0V0"
"V1080925";"Residential Detached";"Sold";"7508 BRIDGE STREET";"Richmond";"McLennan North";"House/Single Family";"1277500.00";"2014";"65";"4";"2014-10-22";"V6Y 2S7"
"V1081046";"Residential Detached";"Sold";"4634 JOYCE STREET";"Vancouver East";"Collingwood VE";"House/Single Family";"742000.00";"9999";"61";"3";"2014-10-19";"V5R 4E8"
"V1081239";"Residential Attached";"Sold";"316 6505 3RD AVENUE";"Tsawwassen";"Boundary Beach";"Townhouse";"825000.00";"1994";"67";"2";"2014-10-25";"V4L 2N1"
"V1081250";"Residential Attached";"Sold";"214 450 BROMLEY STREET";"Coquitlam";"Coquitlam East";"Apartment/Condo";"175000.00";"1990";"61";"1";"2014-10-21";"V3K 6S5"
"V1081279";"Residential Detached";"Sold";"6649 E BROADWAY";"Burnaby North";"Parkcrest";"House/Single Family";"803300.00";"1972";"59";"3";"2014-10-19";"V5B 2Y6"
"V1081312";"Residential Attached";"Sold";"1907 108 W CORDOVA STREET";"Vancouver West";"Downtown VW";"Apartment/Condo";"394000.00";"2009";"69";"1";"2014-10-27";"V6B 0G5"
"V1081330";"Residential Attached";"Sold";"302 1655 GRANT AVENUE";"Port Coquitlam";"Glenwood PQ";"Apartment/Condo";"215000.00";"1995";"61";"2";"2014-10-20";"V3B 7V1"
"V1081402";"Residential Detached";"Sold";"5536 RUPERT STREET";"Vancouver East";"Collingwood VE";"House/Single Family";"815000.00";"1957";"60";"3";"2014-10-20";"V5R 2K5"
"V1081455";"Residential Detached";"Sold";"2238 PITT RIVER ROAD";"Port Coquitlam";"Mary Hill";"House/Single Family";"560000.00";"1966";"66";"5";"2014-10-25";"V3C 1R6"
"V1081611";"Residential Attached";"Sold";"6 6111 NO 1 ROAD";"Richmond";"Terra Nova";"Townhouse";"500000.00";"1997";"63";"3";"2014-10-26";"V7C 1T4"
"V1081647";"Residential Attached";"Sold";"2506 4880 BENNETT STREET";"Burnaby South";"Metrotown";"Apartment/Condo";"625000.00";"2013";"59";"2";"2014-10-23";"V5H 0C1"
"V1081659";"Residential Attached";"Sold";"1904 4815 ELDORADO MEWS";"Vancouver East";"Collingwood VE";"Apartment/Condo";"419000.00";"2013";"62";"2";"2014-10-26";"V5N 0A8"
"V1081682";"Residential Detached";"Sold";"210 W 63RD AVENUE";"Vancouver West";"Marpole";"House/Single Family";"1606000.00";"1999";"61";"5";"2014-10-23";"V5X 2H8"
"V1081707";"Residential Attached";"Sold";"305 988 W 54TH AVENUE";"Vancouver West";"South Cambie";"Apartment/Condo";"488000.00";"1999";"63";"2";"2014-10-27";"V6P 1M9"
"V1081730";"Residential Attached";"Sold";"18 6708 ARCOLA STREET";"Burnaby South";"Highgate";"Townhouse";"385000.00";"2009";"62";"2";"2014-10-26";"V5E 1H3"
"V1081767";"Residential Attached";"Sold";"304 740 HAMILTON STREET";"New Westminster";"Uptown NW";"Apartment/Condo";"165000.00";"1974";"61";"1";"2014-10-25";"V3M 5T7"
"V1081794";"Residential Attached";"Sold";"107 2105 W 47TH AVENUE";"Vancouver West";"Kerrisdale";"Apartment/Condo";"295000.00";"1949";"56";"2";"2014-10-20";"V6M 2M6"
"V1081802";"Residential Attached";"Sold";"903 2770 SOPHIA STREET";"Vancouver East";"Mount Pleasant VE";"Apartment/Condo";"600000.00";"2008";"64";"2";"2014-10-27";"V5T 0A4"
"V1081986";"Residential Detached";"Sold";"3569 W 20TH AVENUE";"Vancouver West";"Dunbar";"House/Single Family";"2360000.00";"1996";"60";"5";"2014-10-21";"V6S 1E6"
"V1081998";"Residential Attached";"Sold";"5326 OAK STREET";"Vancouver West";"Cambie";"Townhouse";"888000.00";"2006";"61";"3";"2014-10-25";"V6M 2V4"
"V1082116";"Residential Attached";"Sold";"WEEK A 4726 SETTEBELLO DRIVE";"Whistler";"Whistler Village";"Townhouse";"178000.00";"2000";"58";"3";"2014-10-24";"V0N 1B4"
"V1082296";"Residential Detached";"Sold";"3696 CEDAR DRIVE";"Port Coquitlam";"Lincoln Park PQ";"House/Single Family";"363000.00";"1935";"53";"2";"2014-10-19";"V3B 3C9"
"V1082309";"Residential Attached";"Sold";"611 7380 ELMBRIDGE WAY";"Richmond";"Brighouse";"Apartment/Condo";"350000.00";"1996";"55";"2";"2014-10-23";"V6X 4A1"
"V1082329";"Residential Attached";"Sold";"1 1263 W 8TH AVENUE";"Vancouver West";"Fairview VW";"Townhouse";"493777.00";"1982";"59";"2";"2014-10-26";"V6H 1C7"
"V1082375";"Residential Attached";"Sold";"2703 689 ABBOTT STREET";"Vancouver West";"Downtown VW";"Apartment/Condo";"568000.00";"2009";"55";"2";"2014-10-23";"V6B 0J2"
"V1082383";"Residential Attached";"Sold";"1101 1003 BURNABY STREET";"Vancouver West";"West End VW";"Apartment/Condo";"350000.00";"1999";"53";"1";"2014-10-20";"V6E 4R7"
"V1082495";"Residential Attached";"Sold";"7 232 E 6TH STREET";"North Vancouver";"Lower Lonsdale";"Townhouse";"583000.00";"1990";"48";"3";"2014-10-19";"V7L 1P5"
"V1082574";"Residential Attached";"Sold";"601 7418 BYRNEPARK WALK";"Burnaby South";"South Slope";"Apartment/Condo";"350500.00";"2011";"50";"1";"2014-10-21";"V3N 0B3"
"V1082576";"Residential Attached";"Sold";"2605 1199 MARINASIDE CRESCENT";"Vancouver West";"Yaletown";"Apartment/Condo";"626000.00";"1999";"49";"1";"2014-10-21";"V6Z 2Y2"
"V1082615";"Residential Attached";"Sold";"2602 1200 ALBERNI STREET";"Vancouver West";"West End VW";"Apartment/Condo";"805000.00";"1997";"52";"2";"2014-10-24";"V6E 1A6"
"V1082617";"Residential Attached";"Sold";"311 12238 224TH STREET";"Maple Ridge";"East Central";"Apartment/Condo";"200000.00";"2008";"55";"2";"2014-10-27";"V2X 8W5"
"V1082620";"Residential Attached";"Sold";"222 6707 SOUTHPOINT DRIVE";"Burnaby South";"South Slope";"Apartment/Condo";"238000.00";"1990";"48";"1";"2014-10-19";"V3N 4V8"
"V1082621";"Residential Detached";"Sold";"5852 MCKEE STREET";"Burnaby South";"South Slope";"House/Single Family";"1248000.00";"1990";"55";"6";"2014-10-27";"V5J 2V3"
"V1082629";"Residential Attached";"Sold";"303 8120 LANSDOWNE ROAD";"Richmond";"Brighouse";"Apartment/Condo";"473500.00";"2009";"55";"2";"2014-10-27";"V6X 0A1"
"V1082633";"Residential Detached";"Sold";"528 MCMARTIN STREET";"New Westminster";"Uptown NW";"House/Single Family";"635000.00";"1912";"59";"5";"2014-10-27";"V3M 4L1"
"V1082646";"Residential Attached";"Sold";"2503 1005 BEACH AVENUE";"Vancouver West";"West End VW";"Apartment/Condo";"778000.00";"2004";"53";"2";"2014-10-24";"V6E 3W2"
"V1082695";"Residential Attached";"Sold";"105 205 E 10TH AVENUE";"Vancouver East";"Mount Pleasant VE";"Apartment/Condo";"335000.00";"2004";"49";"0";"2014-10-21";"V5T 4V6"
"V1082862";"Residential Attached";"Sold";"303 4373 HALIFAX STREET";"Burnaby North";"Brentwood Park";"Apartment/Condo";"260800.00";"1982";"48";"2";"2014-10-20";"V5C 5Z2"
"V1082891";"Residential Detached";"Sold";"8617 DRIFTER WAY";"Whistler";"Alpine Meadows";"House/Single Family";"780000.00";"1972";"56";"3";"2014-10-27";"V0N 1B8"
"V1082906";"Residential Attached";"Sold";"802 728 W 8TH AVENUE";"Vancouver West";"Fairview VW";"Apartment/Condo";"556000.00";"2012";"48";"1";"2014-10-20";"V5Z 0B8"
"V1082934";"Residential Detached";"Sold";"22131 WESTMINSTER HIGHWAY";"Richmond";"Hamilton RI";"House/Single Family";"642400.00";"2006";"49";"4";"2014-10-21";"V6V 3C4"
"V1082993";"Residential Detached";"Sold";"417 SIXTH AVENUE";"New Westminster";"GlenBrooke North";"House/Single Family";"1100000.00";"1910";"50";"8";"2014-10-22";"V3L 1T9"
"V1083022";"Residential Detached";"Sold";"9571 KILBY DRIVE";"Richmond";"West Cambie";"House/Single Family";"892000.00";"1991";"55";"5";"2014-10-27";"V6X 3N2"
"V1083120";"Residential Detached";"Sold";"1281 HUDSON STREET";"Coquitlam";"Scott Creek";"House/Single Family";"699000.00";"1992";"51";"5";"2014-10-24";"V3B 7L7"
"V1083237";"Residential Attached";"Sold";"509 138 W 1ST AVENUE";"Vancouver West";"False Creek";"Apartment/Condo";"305000.00";"2013";"55";"1";"2014-10-27";"V5Y 0H5"
"V1083280";"Residential Attached";"Sold";"704 1032 QUEENS AVENUE";"New Westminster";"Uptown NW";"Apartment/Condo";"245000.00";"1995";"53";"2";"2014-10-26";"V3M 6T7"
"V1083293";"Residential Attached";"Sold";"410 9200 FERNDALE ROAD";"Richmond";"McLennan North";"Apartment/Condo";"370000.00";"2006";"51";"2";"2014-10-23";"V6Y 4L2"
"V1083369";"Residential Attached";"Sold";"21 241 PARKSIDE DRIVE";"Port Moody";"Heritage Mountain";"Townhouse";"530000.00";"2001";"51";"3";"2014-10-24";"V3H 5G5"
"V1083382";"Residential Attached";"Sold";"108 200 NEWPORT DRIVE";"Port Moody";"North Shore Pt Moody";"Apartment/Condo";"345000.00";"1996";"49";"2";"2014-10-22";"V3H 5B7"
"V1083481";"Residential Attached";"Sold";"1809 511 ROCHESTER AVENUE";"Coquitlam";"Coquitlam West";"Apartment/Condo";"260000.00";"2007";"45";"1";"2014-10-20";"V3K 0A2"
"V1083493";"Residential Detached";"Sold";"7471 HOLLY STREET";"Burnaby South";"Highgate";"House/Single Family";"885000.00";"1994";"52";"5";"2014-10-25";"V5E 2C3"
"V1083522";"Residential Attached";"Sold";"304 3920 HASTINGS STREET";"Burnaby North";"Willingdon Heights";"Apartment/Condo";"234000.00";"1986";"54";"1";"2014-10-27";"V5C 6C1"
"V1083561";"Residential Attached";"Sold";"206 3088 W 41ST AVENUE";"Vancouver West";"Kerrisdale";"Apartment/Condo";"752000.00";"2001";"51";"2";"2014-10-25";"V6N 3C9"
"V1083588";"Residential Attached";"Sold";"9 801 RODERICK STREET";"Coquitlam";"Coquitlam West";"Townhouse";"499900.00";"2015";"49";"3";"2014-10-21";"V3K 1P7"
"V1083611";"Land Only";"Sold";"LOT 4 FOREST RIDGE ROAD";"Islands-Van. & Gulf";"Salt Spring Island";"";"250000.00";"0";"47";"0";"2014-10-20";"V8K 1W4"
"V1083666";"Residential Detached";"Sold";"6407 TYNE STREET";"Vancouver East";"Killarney VE";"House/Single Family";"1828000.00";"2012";"53";"7";"2014-10-27";"V5S 3L7"
"V1083672";"Residential Detached";"Sold";"1345 HONEYSUCKLE LANE";"Coquitlam";"Westwood Summit CQ";"House/Single Family";"756500.00";"1988";"48";"4";"2014-10-26";"V3E 2N5"
"V1083694";"Residential Detached";"Sold";"23605 133RD AVENUE";"Maple Ridge";"Silver Valley";"House/Single Family";"548500.00";"2008";"43";"4";"2014-10-21";"V4R 0B7"
"V1083732";"Residential Attached";"Sold";"501 125 W 2ND STREET";"North Vancouver";"Lower Lonsdale";"Apartment/Condo";"490000.00";"1991";"43";"2";"2014-10-21";"V7M 1C5"
"V1083810";"Residential Attached";"Sold";"1 451 E PENDER STREET";"Vancouver East";"Mount Pleasant VE";"Townhouse";"491500.00";"1881";"42";"3";"2014-10-20";"V6A 1V2"
"V1083897";"Residential Attached";"Sold";"304 2388 TRIUMPH STREET";"Vancouver East";"Hastings";"Apartment/Condo";"257000.00";"1995";"41";"1";"2014-10-19";"V5L 1L5"
"V1083907";"Residential Attached";"Sold";"41553 BRENNAN ROAD";"Squamish";"Brackendale";"1/2 Duplex";"321333.00";"1972";"45";"2";"2014-10-19";"V0N 3G0"
"V1083909";"Residential Attached";"Sold";"1306 1288 ALBERNI STREET";"Vancouver West";"West End VW";"Apartment/Condo";"538000.00";"1997";"48";"2";"2014-10-26";"V6E 4N5"
"V1083988";"Residential Attached";"Sold";"608 928 HOMER STREET";"Vancouver West";"Yaletown";"Apartment/Condo";"385000.00";"2006";"49";"1";"2014-10-27";"V6B 1T7"
"V1083996";"Residential Detached";"Sold";"10980 SEAMOUNT ROAD";"Richmond";"Ironwood";"House/Single Family";"840000.00";"1980";"43";"4";"2014-10-22";"V7A 4P6"
"V1083997";"Residential Detached";"Sold";"2971 DOLLARTON HIGHWAY";"North Vancouver";"Windsor Park NV";"House/Single Family";"1487500.00";"1988";"42";"4";"2014-10-21";"V7H 1B1"
"V1084033";"Residential Attached";"Sold";"201 6168 LONDON ROAD";"Richmond";"Steveston South";"Apartment/Condo";"569900.00";"2015";"47";"2";"2014-10-20";"V7E 3S3"
"V1084076";"Residential Detached";"Sold";"23621 133RD AVENUE";"Maple Ridge";"Silver Valley";"House/Single Family";"555000.00";"2008";"40";"5";"2014-10-19";"V4R 0B7"
"V1084086";"Residential Detached";"Sold";"7440 DECOURCY CRESCENT";"Richmond";"Quilchena RI";"House/Single Family";"1650000.00";"2013";"44";"3";"2014-10-22";"V7C 4E9"
"V1084094";"Residential Attached";"Sold";"PH4 869 BEATTY STREET";"Vancouver West";"Downtown VW";"Apartment/Condo";"775000.00";"1999";"51";"1";"2014-10-25";"V6B 2M6"
"V1084125";"Residential Detached";"Sold";"2150 W 19TH AVENUE";"Vancouver West";"Arbutus";"House/Single Family";"2888800.00";"2001";"48";"6";"2014-10-26";"V6L 1C2"
"V1084149";"Residential Detached";"Sold";"103 3000 RIVERBEND DRIVE";"Coquitlam";"Coquitlam East";"House/Single Family";"478000.00";"2003";"46";"3";"2014-10-25";"V3C 6R1"
"V1084197";"Residential Attached";"Sold";"409 1242 TOWN CENTRE BOULEVARD";"Coquitlam";"Canyon Springs";"Apartment/Condo";"230000.00";"1996";"44";"1";"2014-10-21";"V3B 7R6"
